CNN_Training_Predictions	ET_Training_Predictions	SVM_Training_Predictions	gold	names	customSortScore	group	modelSortScore	PyConText_Training_Predictions	RealSVMScore
0	0	0	0	613112	13.0029402682	1	61.4233240103	0.0	-1.00017720175
0	0	0	0	522816	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	0	0	0	521509	2.91785280205	1	32.9263529153	0.0	-1.91368457051
0	0	0	0	521267	2.52760120442	1	20.1614079792	0.0	-2.28658637559
0	1	0	0	52070	20.2440655872	1	63.0837658705	0.0	-1.44581228431
0	0	0	0	518960	2.14570090331	1	15.3710559844	0.0	-1.83815342602
1	0	0	0	517721	21.5885682284	1	53.1195477678	0.0	-1.40134756379
0	0	0	0	724288	5.19331995093	1	38.4570320202	0.0	-0.564467407031
0	0	0	0	51677	3.125	1	2.74348039622	0.0	-1.46303860436
0	0	0	0	721599	4.05520240883	1	39.3228159585	0.0	-1.71927563251
0	1	0	0	51646	5.05732759248	1	21.0706716002	1.0	-1.49442668539
0	1	0	0	684756	16.366051924	1	121.556156073	1.0	-0.886814868548
1	0	0	0	515364	3.69000470078	1	50.4816498461	0.0	-1.32586899107
0	0	0	0	5153	8.13801150224	1	78.3520438957	0.0	-0.605183192873
0	0	0	0	51242	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	564240	5.05732759248	1	21.0706716002	0.0	-1.50311091961
0	0	0	0	511604	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	719688	7.10282145645	1	62.4087919943	0.0	-1.46922136303
0	0	0	0	51017	2.90950150552	1	24.9517599741	0.0	-1.92415183848
0	0	0	0	9595	4.05520240883	1	39.3228159585	0.0	-1.56546290882
0	0	0	0	50864	8.79463070016	1	87.8941735196	0.0	-1.610435985
0	1	0	0	50810	34.906955594	1	89.1078049719	0.0	-0.614676850274
0	0	0	0	50710	4.10879311097	1	39.3421031414	0.0	-1.90424470101
0	0	0	0	506890	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	506257	3.67330210773	1	34.5324639637	0.0	-1.92231928336
0	0	0	0	503074	3.29140180662	1	29.7421119689	0.0	-1.87882045755
0	1	0	0	502576	14.059183761	1	27.927828872	1.0	-0.999681827639
0	0	0	0	502389	2.90950150552	1	24.9517599741	0.0	-1.95302487457
0	0	0	0	50226	8.04434207479	1	71.0884466634	0.0	-1.82571833427
0	0	0	0	501948	4.43710270994	1	44.1131679533	0.0	-1.74160709379
0	0	0	0	498937	4.44545400646	1	52.0877608945	0.0	-1.53397483941
0	0	0	0	49814	4.87259371318	1	48.922807131	0.0	-1.71196921205
0	0	0	0	689199	7.97730557817	1	34.7448801571	1.0	-0.757364511725
0	0	0	0	525619	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	497277	2.90950150552	1	24.9517599741	0.0	-1.68456876559
0	0	0	0	49716	14.6041906534	1	153.797035166	0.0	-1.84440247176
0	1	0	0	672835	10.0491823419	1	24.856354943	0.0	-1.07186486059
0	0	0	0	496365	3.29975310315	1	37.7167049101	0.0	-1.84847721219
0	0	0	0	495542	2.90950150552	1	24.9517599741	0.0	-2.12728905106
1	0	0	0	494670	7.38603447479	1	107.076781265	0.0	-1.24327499224
0	1	0	0	494317	4.29352699027	1	11.4899676105	0.0	-1.54655887294
0	0	0	0	49392	6.72850451656	1	72.8552799222	0.0	-1.83815342602
0	1	0	0	493085	10.0575336385	1	32.8309478843	0.0	-1.24458850485
1	0	0	0	493015	2.14570090331	1	15.3710559844	0.0	-1.81756139848
0	0	0	0	492887	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	1	0	0	492809	11.7389309855	1	156.819144302	0.0	-0.876670808996
0	0	0	0	684569	1.0	0	1.0	0.0	-1.83815342602
0	1	0	0	49157	13.8619199692	1	106.541793983	0.0	-0.866041522987
0	0	0	0	489653	2.90950150552	1	24.9517599741	0.0	-1.98256645639
0	0	0	0	489551	3.29140180662	1	29.7421119689	0.0	-1.83815342602
0	0	0	0	48851	3.29140180662	1	29.7421119689	0.0	-1.99011600884
0	0	0	0	487984	15.7456359593	1	91.4910994219	0.0	-1.06717086441
0	0	0	0	487982	4.81900301104	1	48.9035199481	0.0	-2.20603403564
0	0	0	0	568842	7.12710741072	1	93.5948177994	0.0	-1.5489102809
0	0	0	0	487746	4.06355370536	1	47.2974088997	0.0	-1.86299303101
0	0	0	0	654080	3.68165340425	1	42.5070569049	0.0	-0.999983117926
1	0	0	0	487744	3.02850648456	1	63.2957756984	0.0	-1.69225339206
1	0	0	0	48769	13.6074832145	1	119.249419684	0.0	-0.991129236381
0	1	0	0	48726	18.2045061039	1	165.279495794	0.0	-1.44489560152
1	0	0	0	486209	5.57522025204	1	43.247384015	0.0	-1.55324685356
0	0	0	0	485374	4.21182708692	1	30.4099495819	0.0	-1.00032427767
0	0	0	0	484538	4.05520240883	1	39.3228159585	0.0	-2.18622129042
0	0	0	0	688041	4.81900301104	1	48.9035199481	0.0	-1.89440565028
1	0	0	0	618579	4.43710270994	1	44.1131679533	0.0	-1.81149721091
0	0	0	0	482827	3.29140180662	1	29.7421119689	0.0	-2.03640049619
0	0	0	0	529352	4.43710270994	1	44.1131679533	0.0	-2.19562745606
0	1	0	0	482688	4.67542729137	1	16.2803196053	0.0	-1.52672834434
0	0	0	0	664835	7.11117275298	1	70.3833849355	0.0	-1.61898766059
1	1	0	0	488218	5.43922789358	1	25.861023595	0.0	-1.43606427432
0	0	0	0	48188	9.2815003584	1	62.7952569614	0.0	-1.07931971028
0	0	0	0	679350	4.07190500188	1	55.2720018409	0.0	-1.52900621487
0	0	0	0	641052	3.67330210773	1	34.5324639637	0.0	-2.09871341027
0	0	0	0	48062	3.83407421415	1	34.5903255123	0.0	-1.04996505841
1	0	1	0	570253	13.3588220254	1	61.0233114397	1.0	0.072820317047
0	1	0	0	480481	7.96895428164	1	26.7702872159	0.0	-1.30262454657
0	1	0	0	47976	3.14782608696	1	-2.8810883739	0.0	-1.11706136717
0	0	0	0	617407	4.83570560409	1	64.8527058306	0.0	-1.40776347547
0	0	0	0	475083	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	47295	8.79222299948	1	70.1693033253	0.0	-1.75588017344
0	0	0	0	731841	4.67542729137	1	16.2803196053	0.0	-2.02261899753
0	0	0	0	591818	2.14570090331	1	15.3710559844	0.0	-2.42239606605
0	1	0	0	47233	12.5554469594	1	92.1128764495	0.0	-1.08474179444
0	0	0	0	432842	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	471408	2.90950150552	1	24.9517599741	0.0	-1.91573381661
0	0	0	0	626276	5.60785750283	1	82.4080027614	0.0	-1.31467572085
0	0	0	0	470651	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	10640	2.52760120442	1	20.1614079792	0.0	-0.696024237151
0	1	0	0	12968	30.1309741509	1	86.8651650384	1.0	-1.26558969607
0	0	0	0	30754	5.20090331214	1	53.6938719429	0.0	-1.83815342602
0	0	0	0	4704	14.3586838475	1	37.1684136697	1.0	-1.48111429009
0	1	0	0	46873	13.0320961223	1	36.4471797536	1.0	-0.938546585049
0	0	0	0	467615	3.29140180662	1	29.7421119689	0.0	-1.57631837145
0	1	0	0	46637	11.366809048	1	115.276999505	0.0	-1.38409205138
0	0	0	0	464033	3.29140180662	1	29.7421119689	0.0	-1.81444074353
0	0	0	0	19226	1.0	0	1.0	0.0	-1.83815342602
0	1	0	0	35807	9.25823090462	1	73.7645435431	0.0	-1.57047832924
0	0	1	0	459313	9.55567883929	1	114.293746323	0.0	0.225777532494
0	0	0	0	9611	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	1	0	0	457912	7.44897592919	1	75.3094981321	0.0	-1.25573934022
0	0	0	0	722957	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	0	0	0	612331	9.13891130223	1	139.941407615	0.0	-1.75787874874
0	0	0	0	44856	8.16600451656	1	83.0103866457	0.0	-1.83815342602
0	0	0	0	456740	5.35512028955	1	27.056135372	0.0	-2.04135541096
0	0	0	0	557891	2.90950150552	1	24.9517599741	0.0	-2.2291078628
0	0	0	0	456	7.92779612201	1	87.2456230895	0.0	-1.77394673257
0	0	0	0	32159	2.52760120442	1	20.1614079792	0.0	-1.70240212079
0	0	0	0	45336	6.50737632188	1	68.122789476	0.0	-1.53215765327
0	0	0	0	718408	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	508291	5.96470391435	1	63.2745759325	0.0	-1.84435862715
0	0	0	0	410421	6.38338564607	1	49.8706184791	0.0	-0.544596296847
0	0	0	0	45326	9.10539545903	1	78.4531297253	0.0	-0.929936647939
0	0	0	0	647113	5.20090331214	1	53.6938719429	0.0	-1.83815342602
0	0	0	0	45175	6.23830288074	1	89.932286546	0.0	-0.860182403207
0	0	0	0	451743	4.59131968734	1	17.4754313824	0.0	-1.67295997137
0	1	0	0	21276	9.36688932632	1	51.733640286	1.0	-1.14944831208
0	1	0	0	45111	10.0220315068	1	83.3452475327	0.0	-1.61325173475
0	0	0	0	4683	11.6328523426	1	130.455226957	0.0	-1.23959868288
1	0	0	0	447066	3.92184718453	1	37.2663957534	0.0	-1.69073916882
0	1	0	0	431454	8.22481725924	1	26.8700396383	0.0	-1.24536667149
0	0	0	0	44691	2.14570090331	1	15.3710559844	0.0	-2.03801549594
0	0	0	0	11680	4.81900301104	1	48.9035199481	0.0	-1.78898764123
0	0	0	0	44235	13.3212256535	1	149.674496485	0.0	-1.12264826904
0	0	0	0	446475	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	1	0	0	445326	15.5918615843	1	79.2154048465	0.0	-1.52741589648
0	0	0	0	441493	2.52760120442	1	20.1614079792	0.0	-1.79653702716
0	0	0	0	7325	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	440878	3.29140180662	1	29.7421119689	0.0	-1.8045210689
0	0	0	0	35806	5.20090331214	1	53.6938719429	0.0	-1.83815342602
0	0	0	0	44076	29.665520363	1	109.693586612	1.0	-0.142163273724
0	0	0	0	4404	6.25650301104	1	59.0586266717	0.0	-1.83815342602
0	1	0	0	44020	23.1137117728	1	137.811246769	0.0	-1.00001247911
0	0	0	0	31773	6.34660421546	1	68.0649279274	0.0	-1.81882699841
0	1	1	0	439914	69.7101290603	1	177.693346995	1.0	2.02112993253
0	0	0	0	437728	3.29140180662	1	29.7421119689	0.0	-1.76842541952
0	1	0	0	5718	15.6828532463	1	57.4692532148	1.0	-0.168003145783
0	0	0	0	4377	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	1	0	0	23361	36.0341629596	1	252.38321421	1.0	-0.167352559231
0	0	0	0	43763	5.58280361325	1	58.4842239377	0.0	-1.80420709656
0	1	0	0	2130	3.91531575372	1	14.5579809116	1.0	-0.801930346622
0	0	0	0	434802	6.72850451656	1	72.8552799222	0.0	-1.71705642488
0	0	0	0	446813	2.90950150552	1	24.9517599741	0.0	-1.65923196044
0	0	0	0	675475	1.76380060221	1	10.5807039896	0.0	-2.18833564019
0	0	0	0	432486	3.67330210773	1	34.5324639637	0.0	-1.95173332819
0	1	0	0	43077	9.20959986794	1	103.544272439	1.0	-1.06345338566
0	1	0	0	672238	10.431082643	1	29.6467069378	0.0	-1.03282713366
0	1	0	0	42978	10.6301181913	1	126.518189618	0.0	-1.0778426716
0	0	0	0	37611	6.34660421546	1	68.0649279274	0.0	-1.76787684033
1	0	0	0	42716	7.26462179507	1	51.0078953461	0.0	-1.83815342602
0	0	0	0	484261	4.06355370536	1	47.2974088997	0.0	-1.68715653169
0	1	0	0	42710	3.91531575372	1	14.5579809116	0.0	-1.33777531357
0	0	0	0	41928	11.6932084309	1	135.129855855	0.0	-1.78491864134
0	0	0	0	448241	7.14611149974	1	57.6419097532	1.0	-1.56751742483
0	0	0	0	615471	4.10879311097	1	39.3421031414	0.0	-1.57870396824
0	0	0	0	414916	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	414287	2.52760120442	1	20.1614079792	0.0	-1.64427761875
0	0	0	0	413252	20.8162585451	1	171.675856454	0.0	-0.733023174169
0	0	0	0	646805	4.44545400646	1	52.0877608945	0.0	-1.73783798163
0	1	0	0	41105	9.99069341208	1	56.7830958155	0.0	-1.20101309117
0	1	0	0	37074	10.4039318079	1	88.1355995275	0.0	-1.65312104126
0	1	0	0	466082	8.35823271186	1	47.2773698025	0.0	-0.427581251349
0	0	0	0	34111	4.20941938623	1	12.6850793876	0.0	-1.83815342602
0	0	0	0	41080	4.81900301104	1	48.9035199481	0.0	-1.74620283506
0	0	0	0	683134	3.29975310315	1	37.7167049101	0.0	-1.67921251697
0	0	0	0	436776	4.97321998844	1	22.2657833772	0.0	-1.8553874499
0	0	0	0	424686	2.52760120442	1	20.1614079792	0.0	-1.71201077174
0	0	0	0	41042	7.87420541987	1	87.2263359066	0.0	-1.81141925951
0	0	0	0	410033	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	1	0	0	381990	5.45126825467	1	41.6939818321	1.0	-0.999579639932
0	1	0	0	409905	8.99533558256	1	107.318207273	0.0	-1.23395912775
0	0	0	0	41028	5.98797336814	1	52.3052893508	0.0	-1.5934036721
0	1	0	0	49832	7.73062970021	1	54.6031355638	0.0	-1.43034658176
0	0	0	0	409053	2.14570090331	1	15.3710559844	0.0	-2.34582359131
0	0	0	0	401805	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	4011	2.52760120442	1	20.1614079792	0.0	-2.03883915226
1	1	0	0	13935	5.82112819468	1	30.6513755898	1.0	-1.54908748144
0	0	0	0	399483	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	399287	2.90950150552	1	24.9517599741	0.0	-1.71807040941
0	0	0	0	610371	3.29140180662	1	29.7421119689	0.0	-2.09043649011
0	0	0	0	415407	2.52760120442	1	20.1614079792	0.0	-1.76526672874
0	0	0	0	398243	2.90950150552	1	24.9517599741	0.0	-2.19656135257
0	0	0	0	4605	4.81900301104	1	48.9035199481	0.0	-1.78673738721
0	0	0	0	39816	10.3263793329	1	116.026309424	0.0	-1.57785305414
1	0	0	0	720496	8.12457036239	1	75.2264457958	0.0	-1.64858203893
0	0	0	0	384518	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	397730	1.3819003011	1	5.79035199481	0.0	-2.02256569817
0	0	0	0	395790	13.6027099364	1	159.081615829	0.0	-1.79558561048
0	0	0	0	453545	2.14570090331	1	15.3710559844	0.0	-1.94303213169
0	0	0	0	506908	4.43710270994	1	44.1131679533	0.0	-1.83815342602
0	0	0	0	397550	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	39441	4.43710270994	1	44.1131679533	0.0	-1.93874152459
0	0	0	0	46198	14.3597451525	1	164.006978104	0.0	-1.24688605855
1	0	0	0	39170	7.59948652305	1	82.4745582775	0.0	-1.45819489365
0	0	0	0	390245	7.16075885177	1	93.3735628932	0.0	-0.999829171517
0	0	0	0	718266	3.29975310315	1	37.7167049101	0.0	-2.14484332239
0	1	0	0	686083	13.6287693766	1	55.2443576895	0.0	-0.947662491916
0	0	0	0	51013	4.30374748564	1	42.0567477482	0.0	-1.68018978864
0	0	0	0	390059	4.44545400646	1	52.0877608945	0.0	-1.82153282548
0	0	0	0	389744	2.52760120442	1	20.1614079792	0.0	-2.11929491392
0	0	0	0	432023	6.34660421546	1	68.0649279274	0.0	-1.7312482403
0	0	0	0	10920	13.4827027007	1	172.67013176	0.0	-1.28149267459
0	0	0	0	383838	2.90950150552	1	24.9517599741	0.0	-1.73950277869
0	0	0	0	38827	6.72850451656	1	72.8552799222	0.0	-1.80490897712
0	0	0	0	16748	12.8138493316	1	43.764023019	0.0	-1.21390717944
0	1	0	0	43035	12.0892945862	1	98.9879855233	0.0	-0.93390855482
0	0	0	0	386705	2.90950150552	1	24.9517599741	0.0	-1.74787468136
0	0	0	0	385972	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	385943	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	495216	3.67330210773	1	34.5324639637	0.0	-1.78342080464
0	0	0	0	433760	3.29975310315	1	37.7167049101	0.0	-1.46620214136
0	0	0	0	385171	1.76380060221	1	10.5807039896	0.0	-1.74045794327
0	0	0	0	633645	2.52760120442	1	20.1614079792	0.0	-2.3940064923
0	0	0	0	561870	3.29140180662	1	29.7421119689	0.0	-1.57487845099
0	1	0	0	382891	40.8680489037	1	301.11415775	1.0	-0.0597093685395
1	0	0	0	441399	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	1	0	0	608414	4.29352699027	1	11.4899676105	0.0	-1.53366875037
0	0	0	0	383930	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	630830	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	584643	4.82735430757	1	56.8781128893	0.0	-2.10324254748
0	1	0	0	378787	11.3440283455	1	3.93322830095	0.0	-1.90759485921
0	0	0	0	548256	3.67330210773	1	34.5324639637	0.0	-2.10632490071
0	0	0	0	356080	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	377237	4.4990447086	1	52.1070480774	0.0	-0.975871409737
0	1	0	0	415865	4.29352699027	1	11.4899676105	0.0	-1.39219697806
0	1	0	0	44406	10.1786561849	1	74.4323811561	0.0	-1.41217118866
0	0	0	0	375408	2.14570090331	1	15.3710559844	0.0	-2.11045523994
0	0	0	0	37523	6.34660421546	1	68.0649279274	0.0	-1.77651800674
0	0	0	0	41283	6.72850451656	1	72.8552799222	0.0	-1.83815342602
0	0	0	0	38506	7.8825567164	1	95.2009288478	0.0	-1.67045781885
1	0	0	0	700508	50.7435767828	1	206.622495695	1.0	-0.122631532137
0	0	0	0	594073	1.76380060221	1	10.5807039896	0.0	-2.28508773676
0	0	0	0	37510	2.90950150552	1	24.9517599741	0.0	-1.77815251812
0	0	0	0	605039	2.14570090331	1	15.3710559844	0.0	-1.59900336006
0	0	0	0	558643	3.67330210773	1	34.5324639637	0.0	-1.71084289041
0	0	0	0	346168	3.29140180662	1	29.7421119689	0.0	-1.53264564108
0	1	0	0	4240	16.5741212023	1	176.165189962	0.0	-1.52569579336
0	0	0	0	374877	2.52760120442	1	20.1614079792	0.0	-2.08384213403
0	1	0	0	14556	9.03423664548	1	57.6189774506	0.0	-2.05080450532
0	1	0	0	344872	10.3138306035	1	79.1292982718	0.0	-2.00146839506
0	0	0	0	372965	3.29975310315	1	37.7167049101	0.0	-1.60342961081
0	0	0	0	701955	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	445943	7.26702949575	1	68.7327655403	0.0	-1.34026211284
0	0	0	0	629316	10.4482977669	1	107.856673927	0.0	-1.06172266865
0	0	0	0	374074	14.6343036512	1	82.8306013784	1.0	-1.82462903052
0	0	0	0	372824	3.59353758557	1	32.4953309415	0.0	-1.34990969686
0	0	0	0	567707	11.0664914417	1	115.504063637	0.0	-1.84425143886
0	0	0	0	371781	8.94575705842	1	108.429802859	0.0	-1.0005372577
0	0	0	0	13310	6.92776544299	1	38.363044094	0.0	-1.75191394868
0	0	0	0	371605	17.6147982618	1	153.037608779	1.0	-0.965950361164
0	0	0	0	6282	9.26191996918	1	81.622908839	0.0	-1.41550831656
0	0	0	0	37132	6.72850451656	1	72.8552799222	0.0	-1.83815342602
0	0	0	0	32875	4.92618441532	1	48.9420943139	0.0	-1.70750450363
0	0	0	0	385010	4.44545400646	1	52.0877608945	0.0	-1.66490245951
0	0	0	0	371148	15.3602845643	1	108.36559811	1.0	-1.19247987769
0	0	0	0	537667	1.76380060221	1	10.5807039896	0.0	-1.9694654645
0	0	0	0	367506	2.14570090331	1	15.3710559844	0.0	-1.83815342602
1	0	0	0	407865	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	1	0	0	687884	14.0715059802	1	56.5414850025	1.0	-0.485770118542
0	0	0	0	366542	2.90950150552	1	24.9517599741	0.0	-1.42737059264
0	0	0	0	10774	5.30808471642	1	53.7324463087	0.0	-1.50207913293
0	0	0	0	366106	12.6922832278	1	125.716925448	0.0	-1.04325918233
0	0	0	0	365512	4.07190500188	1	55.2720018409	0.0	-1.16996817942
0	0	0	0	364029	5.58280361325	1	58.4842239377	0.0	-2.14865821099
0	0	0	0	52159	4.71309220766	1	70.8055963655	1.0	-1.35420684846
0	0	0	0	513855	4.44545400646	1	52.0877608945	0.0	-1.68264554629
0	0	0	0	390058	3.29140180662	1	29.7421119689	0.0	-1.83815342602
0	1	0	0	362615	30.5915479948	1	26.0273548841	1.0	-1.34172475445
0	1	0	0	362542	5.44291695814	1	33.7193888909	0.0	-1.29342430556
0	0	0	0	6683	5.63639431539	1	58.5035111206	0.0	-1.82633844214
0	0	0	0	454382	2.90950150552	1	24.9517599741	0.0	-1.77564863825
0	0	0	0	400625	3.67330210773	1	34.5324639637	0.0	-1.93386297952
0	0	0	0	552303	8.05133727104	1	95.8977276153	0.0	-1.15739573875
0	0	0	0	36214	7.54589582091	1	82.4552710947	0.0	-1.76530978317
0	1	0	0	602835	5.97616817219	1	41.3085306892	0.0	-0.919034824752
0	0	0	0	597964	2.14570090331	1	15.3710559844	0.0	-2.10112079891
0	0	0	0	361086	4.92618441532	1	48.9420943139	0.0	-1.68407540624
0	0	0	0	8358	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	10227	2.90950150552	1	24.9517599741	0.0	-1.77797829416
1	0	0	0	10577	27.3275471117	1	219.272921297	0.0	-1.06715857622
0	0	0	0	337465	2.14570090331	1	15.3710559844	0.0	-2.31966380474
0	0	0	0	361010	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	433702	4.55610768898	1	82.4571836776	0.0	-1.45554228956
0	1	0	0	24958	13.4591342168	1	126.458415486	0.0	-1.32882870846
0	0	0	0	46777	9.31498501753	1	73.4867816721	0.0	-1.30082059797
0	0	0	0	46663	5.50940500188	1	65.4271085645	0.0	-1.76464599348
0	1	0	0	492885	10.0491823419	1	24.856354943	0.0	-0.938578398536
0	0	0	0	3557	6.34660421546	1	68.0649279274	0.0	-1.92064961923
1	1	0	0	491782	16.0350039942	1	17.5924425448	0.0	-0.578962421113
0	0	0	0	331091	3.29975310315	1	37.7167049101	0.0	-1.81965925458
0	0	0	0	353354	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	533260	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	339449	3.29140180662	1	29.7421119689	0.0	-1.69255516701
1	0	0	0	352621	10.7333335236	1	144.740440243	0.0	-1.56648516796
0	0	0	0	54148	2.90950150552	1	24.9517599741	0.0	-1.79653119384
0	1	0	0	390882	11.367093958	1	47.601073689	1.0	-0.183089665817
0	1	0	0	15325	10.075622209	1	83.3645347156	1.0	-1.65515114217
0	0	0	0	35021	8.55278471656	1	25.7703838467	0.0	-1.95221282003
0	0	0	0	41711	5.44291695814	1	33.7193888909	1.0	-1.36934368866
0	0	0	0	349167	4.83570560409	1	64.8527058306	0.0	-1.35023023924
0	0	0	0	39549	25.9742736938	1	129.299288218	0.0	-1.00054178392
0	0	0	0	348364	5.58357154856	1	51.2219769563	0.0	-0.712911102875
0	0	0	0	722811	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	530398	3.67330210773	1	34.5324639637	0.0	-2.09940345669
0	0	0	0	433845	2.90950150552	1	24.9517599741	0.0	-1.76793974899
0	1	0	0	34683	11.0315348196	1	80.8098337662	1.0	-0.999667574974
0	1	0	0	42695	9.25823090462	1	73.7645435431	1.0	-1.58138639178
0	0	0	0	411705	4.88094500971	1	56.8974000722	0.0	-1.56115937897
0	1	0	0	10162	13.2669530247	1	44.5160272719	0.0	-1.11742951657
0	0	0	0	14053	7.32476762622	1	77.7227806485	0.0	-1.52641322588
0	0	0	0	34662	4.05520240883	1	39.3228159585	0.0	-1.80844912149
0	0	0	0	596640	1.76380060221	1	10.5807039896	0.0	-1.69851255025
0	0	0	0	593471	4.55610768898	1	82.4571836776	0.0	-1.93601357136
0	1	0	0	344262	6.21137979231	1	43.4163205258	0.0	-1.53978679903
0	0	0	0	529784	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	48058	2.90950150552	1	24.9517599741	0.0	-1.82920863803
0	0	0	0	341437	2.90950150552	1	24.9517599741	0.0	-1.99278200854
1	0	0	0	589620	6.54586514188	1	33.5726920992	0.0	-1.28265323568
0	0	0	0	25839	2.77614628122	1	22.895339769	0.0	-0.999716068385
0	1	0	0	34256	16.8069628773	1	19.9705979172	0.0	-0.797333081989
0	0	0	0	340834	3.29140180662	1	29.7421119689	0.0	-1.45013033426
1	0	0	0	16590	6.94400301104	1	50.6470003443	0.0	-1.53578197146
0	0	0	0	340679	3.67330210773	1	34.5324639637	0.0	-2.36884340117
0	1	0	0	45820	14.6995839818	1	80.3734227797	1.0	-0.999802074553
0	0	0	0	339064	6.57880530299	1	61.805834232	0.0	-1.01024216917
0	0	0	0	39529	3.29140180662	1	29.7421119689	0.0	-1.64708655176
0	0	0	0	337421	2.90950150552	1	24.9517599741	0.0	-1.78382685189
0	1	0	0	45407	9.19062463266	1	113.1694544	0.0	-0.882471866537
0	0	0	0	514525	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	336498	4.06355370536	1	47.2974088997	0.0	-1.97849581361
0	0	0	0	42502	5.96470391435	1	63.2745759325	0.0	-1.64223125242
0	1	0	0	331764	12.4204198001	1	60.8654197828	0.0	-1.26453027375
0	0	0	0	357253	2.90950150552	1	24.9517599741	0.0	-1.86407989866
0	0	0	0	10165	14.8594126761	1	143.327663103	0.0	-1.12895128998
0	0	0	0	330445	2.52760120442	1	20.1614079792	0.0	-1.95400464302
0	0	0	0	700164	8.96551180085	1	72.5873684716	1.0	-2.2832289854
0	0	0	0	341988	10.3793610673	1	93.8564149091	0.0	-0.750609572094
0	0	0	0	47044	4.30374748564	1	42.0567477482	0.0	-1.58924780587
0	0	0	0	600906	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	331461	4.06355370536	1	47.2974088997	0.0	-1.75635361908
0	0	0	0	329759	3.68165340425	1	42.5070569049	0.0	-1.08576621809
0	0	0	0	50137	17.154699979	1	141.693547575	0.0	-1.53554247967
0	0	0	0	408302	2.52760120442	1	20.1614079792	0.0	-1.74605936272
0	1	0	0	32785	16.9909857885	1	109.115534749	0.0	-1.26024779682
0	0	0	0	561157	10.4046400348	1	72.8177173497	0.0	-1.00027637778
0	0	0	0	535611	1.76380060221	1	10.5807039896	0.0	-1.83815342602
1	0	0	0	349954	1.76380060221	1	10.5807039896	0.0	-1.7191824014
0	0	0	0	32672	4.43710270994	1	44.1131679533	0.0	-1.84220728017
0	0	0	0	404302	5.52760120442	1	31.8699345304	0.0	-1.73706134677
0	0	0	0	326330	7.1503768645	1	82.6255312177	0.0	-1.00017742847
0	0	0	0	326119	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	33898	10.1052511382	1	111.293818978	0.0	-1.36176679039
0	1	0	0	1203	16.4235924845	1	143.020765243	0.0	-1.39941800545
0	1	0	0	540285	34.5893886871	1	161.993085838	0.0	-1.74650976228
0	0	0	0	32507	5.20090331214	1	53.6938719429	0.0	-1.83815342602
0	0	0	0	444154	2.90950150552	1	24.9517599741	0.0	-1.86193007227
0	0	0	0	33964	6.61569341208	1	45.8759355324	0.0	-1.79553810844
0	0	0	0	579697	8.27280831403	1	107.965873784	0.0	-1.56414598486
0	0	0	0	322883	2.90950150552	1	24.9517599741	1.0	-1.79324245412
0	0	0	0	13074	6.20671756035	1	43.3000928805	1.0	-1.26003760196
0	0	0	0	356689	1.76380060221	1	10.5807039896	0.0	-1.77587129525
0	0	0	0	32155	11.3037247686	1	115.102663937	0.0	-1.66983088666
